YEAR,LOCATION_CODE,REACH,STRATUM,EF_EFFORT,SPECIES,NUMBER,LENGTH,WEIGHT
2020,20I3.2RAP,I03,SCB,15,LMB,1,200,111
2020,20I3.2RAP,I03,SCB,15,LMB,1,313,541
2020,20I3.2RAP,I03,SCB,15,LMB,1,350,809
2020,20I3.2RAP,I03,SCB,15,LMB,1,250,242
2020,20I3.2RAP,I03,SCB,15,LMB,1,351,768
2020,20I3.2RAP,I03,SCB,15,LMB,1,293,400
2020,20I3.2RAP,I03,SCB,15,LMB,1,158,52
2020,20I3.2RAP,I03,SCB,15,LMB,1,301,437
2020,20I3.2RAP,I03,SCB,15,LMB,1,355,684
2020,20I3.2RAP,I03,SCB,15,LMB,1,392,1085
2020,20I3.2RAP,I03,SCB,15,LMB,1,288,490
2020,20I3.2RAP,I03,SCB,15,LMB,1,190,108
2020,20I3.2RAP,I03,SCB,15,LMB,1,341,681
2020,20I3.2RAP,I03,SCB,15,LMB,1,272,368
2020,20I3.2RAP,I03,SCB,15,LMB,1,305,493
2020,20I3.2RAP,I03,SCB,15,LMB,1,312,571
2020,20I3.2RAP,I03,SCB,15,LMB,1,340,735
2020,20I3.2RAP,I03,SCB,15,LMB,1,268,304
2020,20I3.2RAP,I03,SCB,15,LMB,1,415,
2020,20I3.2RAP,I03,SCB,15,LMB,1,392,1155
2020,20I3.2RAP,I03,SCB,15,LMB,1,322,530
2020,20I3.2RAP,I03,SCB,15,LMB,1,380,981
2020,20I3.2RAP,I03,SCB,15,LMB,1,275,362
2020,20I3.2RAP,I03,SCB,15,LMB,1,288,438
2020,20I3.2RAP,I03,SCB,15,LMB,1,331,647
2020,20I3.2RAP,I03,SCB,15,LMB,1,193,109
2020,20I3.2RAP,I03,SCB,15,LMB,1,371,824
2020,20I3.2RAP,I03,SCB,15,LMB,1,289,422
2020,20I3.2RAP,I03,SCB,15,LMB,1,308,519
2020,20I3.2RAP,I03,SCB,15,LMB,1,191,119
2020,20I3.2RAP,I03,SCB,15,GOR,1,415,786
2020,20I3.2RAP,I03,SCB,15,SMB,1,190,85
2020,20I3.2RAP,I03,SCB,15,SMB,1,159,55
2020,20I3.2RAP,I03,SCB,15,GOR,1,342,500
2020,20I3.2RAP,I03,SCB,15,GOR,1,325,393
2020,20I3.2RAP,I03,SCB,15,GOR,1,389,636
2020,20I3.2RAP,I03,SCB,15,GOR,1,333,385
2020,20I3.2RAP,I03,SCB,15,LMB,1,356,724
2020,20I3.2RAP,I03,SCB,15,GOR,1,372,521
2020,20I3.2RAP,I03,SCB,15,GOR,1,382,619
2020,20I3.2RAP,I03,SCB,15,GOR,1,240,156
2020,20I3.2RAP,I03,SCB,15,SMB,1,155,47
2020,20I3.2RAP,I03,SCB,15,BLG,1,125,45
2020,20I3.2RAP,I03,SCB,15,BLG,1,171,125
2020,20I3.2RAP,I03,SCB,15,BLG,1,162,87
2020,20I3.2RAP,I03,SCB,15,BLG,1,131,55
2020,20I3.2RAP,I03,SCB,15,BLG,1,173,121
2020,20I3.2RAP,I03,SCB,15,BLG,1,140,65
2020,20I3.2RAP,I03,SCB,15,BLG,1,166,114
2020,20I3.2RAP,I03,SCB,15,BLG,1,148,80
2020,20I3.2RAP,I03,SCB,15,BLG,1,123,43
2020,20I3.2RAP,I03,SCB,15,BLG,4,90,
2020,20I3.2RAP,I03,SCB,15,BLG,1,155,86
2020,20I3.2RAP,I03,SCB,15,BLG,1,125,45
2020,20I3.2RAP,I03,SCB,15,BLG,1,148,71
2020,20I3.2RAP,I03,SCB,15,BLG,1,167,110
2020,20I3.2RAP,I03,SCB,15,BLG,1,161,95
2020,20I3.2RAP,I03,SCB,15,BLG,1,105,29
2020,20I3.2RAP,I03,SCB,15,BLC,1,193,127
2020,20I3.2RAP,I03,SCB,15,BLC,1,175,86
2020,20I3.2RAP,I03,SCB,15,BLC,1,119,43
2020,20I3.2RAP,I03,SCB,15,GSF,1,142,81
2020,20I3.2RAP,I03,SCB,15,BLG,1,130,54
2020,20I3.2RAP,I03,SCB,15,BLG,1,145,64
2020,20I3.2RAP,I03,SCB,15,BLG,1,141,67
2020,20I3.2RAP,I03,SCB,15,BLG,1,174,132
2020,20I3.2RAP,I03,SCB,15,BLG,1,159,108
2020,20I3.2RAP,I03,SCB,15,BLG,1,155,87
2020,20I3.2RAP,I03,SCB,15,BLG,1,160,94
2020,20I3.2RAP,I03,SCB,15,BLG,1,110,33
2020,20I3.2RAP,I03,SCB,15,BLG,1,177,146
2020,20I3.2RAP,I03,SCB,15,BLG,1,156,93
2020,20I3.2RAP,I03,SCB,15,BLG,4,80,
2020,20I3.2RAP,I03,SCB,15,BLG,1,160,114
2020,20I3.2RAP,I03,SCB,15,BLG,1,113,40
2020,20I3.2RAP,I03,SCB,15,BLG,1,210,246
2020,20I3.2RAP,I03,SCB,15,PUD,1,140,72
2020,20I3.2RAP,I03,SCB,15,BLG,1,141,70
2020,20I3.2RAP,I03,SCB,15,BLG,1,125,49
2020,20I3.2RAP,I03,SCB,15,BLG,1,140,75
2020,20I3.2RAP,I03,SCB,15,PUD,1,160,103
2020,20I3.2RAP,I03,SCB,15,PUD,1,175,141
2020,20I3.2RAP,I03,SCB,15,BLG,1,148,80
2020,20I3.2RAP,I03,SCB,15,BLG,1,111,38
2020,20I3.2RAP,I03,SCB,15,BLG,1,60,
2020,20I3.2RAP,I03,SCB,15,BLC,1,200,151
2020,20I3.2RAP,I03,SCB,15,BLC,1,191,138
2020,20I3.2RAP,I03,SCB,15,SMB,1,162,64
2020,20I3.2RAP,I03,SCB,15,ROB,1,183,165
2020,20I3.2RAP,I03,SCB,15,ROB,1,190,155
2020,20I3.2RAP,I03,SCB,15,ROB,1,191,176
2020,20I3.2RAP,I03,SCB,15,ROB,1,185,156
2020,20I3.2RAP,I03,SCB,15,ROB,1,171,123
2020,20I3.2RAP,I03,SCB,15,ROB,1,190,163
2020,20I3.2RAP,I03,SCB,15,LMB,1,310,535
2020,20I3.2RAP,I03,SCB,15,LMB,1,271,329
2020,20I3.2RAP,I03,SCB,15,LMB,1,282,356
2020,20I3.2RAP,I03,SCB,15,ROB,1,140,65
2020,20I3.2RAP,I03,SCB,15,ROB,1,200,198
2020,20I3.2RAP,I03,SCB,15,BLG,1,162,96
2020,20I3.2RAP,I03,SCB,15,BLG,1,153,78
2020,20I3.2RAP,I03,SCB,15,BLC,1,190,113
2020,20I3.2RAP,I03,SCB,15,BLG,1,130,44
2020,20I3.2RAP,I03,SCB,15,BLG,1,115,32
2020,20I3.2RAP,I03,SCB,15,ROB,1,191,142
2020,20I3.2RAP,I03,SCB,15,ROB,1,162,89
2020,20I3.2RAP,I03,SCB,15,ROB,1,176,127
2020,20I3.2RAP,I03,SCB,15,GSF,1,106,26
2020,20I3.2RAP,I03,SCB,15,LMB,1,292,439
2020,20I3.2RAP,I03,SCB,15,ROB,1,200,172
2020,20I3.2RAP,I03,SCB,15,BLG,1,150,78
2020,20I3.2RAP,I03,SCB,15,ROB,1,205,204
2020,20I3.2RAP,I03,SCB,15,ROB,1,195,166
2020,20I3.2RAP,I03,SCB,15,LMB,1,271,347
2020,20I3.2RAP,I03,SCB,15,SMB,1,80,
2020,20I3.2RAP,I03,SCB,15,SMB,1,222,135
2020,20I3.2RAP,I03,SCB,15,BLB,1,158,57
2020,20I3.2RAP,I03,SCB,15,LMB,1,205,122
2020,20I3.2RAP,I03,SCB,15,GZS,1,135,
2020,20I3.2RAP,I03,SCB,15,GZS,1,211,95
2020,20I3.2RAP,I03,SCB,15,GZS,1,162,
2020,20I3.2RAP,I03,SCB,15,GZS,1,245,161
2020,20I3.2RAP,I03,SCB,15,GZS,1,235,146
2020,20I3.2RAP,I03,SCB,15,GZS,1,255,187
2020,20I3.2RAP,I03,SCB,15,GZS,1,122,
2020,20I3.2RAP,I03,SCB,15,GZS,1,115,
2020,20I3.2RAP,I03,SCB,15,GZS,1,105,
2020,20I3.2RAP,I03,SCB,15,GZS,1,123,
2020,20I3.2RAP,I03,SCB,15,GZS,1,125,
2020,20I3.2RAP,I03,SCB,15,GZS,1,116,
2020,20I3.2RAP,I03,SCB,15,GZS,1,115,
2020,20I3.2RAP,I03,SCB,15,GZS,1,120,
2020,20I3.2RAP,I03,SCB,15,GZS,1,140,
2020,20I3.2RAP,I03,SCB,15,GZS,1,132,
2020,20I3.2RAP,I03,SCB,15,GZS,1,115,
2020,20I3.2RAP,I03,SCB,15,GZS,1,106,
2020,20I3.2RAP,I03,SCB,15,GZS,1,116,
2020,20I3.2RAP,I03,SCB,15,GZS,1,130,
2020,20I3.2RAP,I03,SCB,15,GZS,1,123,
2020,20I3.2RAP,I03,SCB,15,GZS,1,110,
2020,20I3.2RAP,I03,SCB,15,GZS,1,125,
2020,20I3.2RAP,I03,SCB,15,GZS,1,120,
2020,20I3.2RAP,I03,SCB,15,GZS,1,131,
2020,20I3.2RAP,I03,SCB,15,GZS,2,105,
2020,20I3.2RAP,I03,SCB,15,GZS,1,111,
2020,20I3.2RAP,I03,SCB,15,GZS,1,128,
2020,20I3.2RAP,I03,SCB,15,GZS,1,112,
2020,20I3.2RAP,I03,SCB,15,GZS,1,112,
2020,20I3.2RAP,I03,SCB,15,ROB,1,202,210
2020,20I3.2RAP,I03,SCB,15,SPS,2,90,
2020,20I3.2RAP,I03,SCB,15,SFS,1,60,
2020,20I3.2RAP,I03,SCB,15,EMS,2,70,
2020,20I3.2RAP,I03,SCB,15,EMS,1,80,
2020,20I3.2RAP,I03,SCB,15,EMS,2,30,
2020,20I3.2RAP,I03,SCB,15,EMS,2,40,
2020,20I6.2R12,I06,MCB-U,15,LMB,1,243,198
2020,20I6.2R12,I06,MCB-U,15,FCF,1,364,482
2020,20I6.2R12,I06,MCB-U,15,UCT,1,126,32
2020,20I6.2R12,I06,MCB-U,15,UCT,1,106,23
2020,20I6.2R12,I06,MCB-U,15,UCT,1,114,22
2020,20I6.2R12,I06,MCB-U,15,UCT,1,115,22
2020,20I6.2R12,I06,MCB-U,15,UCT,1,123,27
2020,20I6.2R12,I06,MCB-U,15,BLG,1,169,96
2020,20I6.2R12,I06,MCB-U,15,UCT,1,131,33
2020,20I6.2R12,I06,MCB-U,15,GZS,1,225,112
2020,20I6.2R12,I06,MCB-U,15,SKH,1,122,15
2020,20I6.2R12,I06,MCB-U,15,FRD,1,113,22
2020,20I6.2R12,I06,MCB-U,15,GZS,1,126,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,134,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,150,
2020,20I6.2R12,I06,MCB-U,15,GZS,30,90,
2020,20I6.2R12,I06,MCB-U,15,WHB,1,132,29
2020,20I6.2R12,I06,MCB-U,15,GZS,1,116,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,100,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,114,
2020,20I6.2R12,I06,MCB-U,15,CCF,1,473,871
2020,20I6.2R12,I06,MCB-U,15,GZS,1,125,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,131,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,128,
2020,20I6.2R12,I06,MCB-U,15,GZS,10,80,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,120,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,113,
2020,20I6.2R12,I06,MCB-U,15,SVS,6,60,
2020,20I6.2R12,I06,MCB-U,15,EMS,3,80,
2020,20I6.2R12,I06,MCB-U,15,SPS,45,60,
2020,20I6.2R12,I06,MCB-U,15,SPS,13,50,
2020,20I6.2R12,I06,MCB-U,15,SPS,7,70,
2020,20I6.2R12,I06,MCB-U,15,BUM,2,60,
2020,20I6.2R12,I06,MCB-U,15,BUM,4,50,
2020,20I6.2R12,I06,MCB-U,15,BUM,4,40,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,214,98
2020,20I6.2R12,I06,MCB-U,15,BLG,1,60,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,106,23
2020,20I6.2R12,I06,MCB-U,15,UCT,2,70,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,90,
2020,20I6.2R12,I06,MCB-U,15,CCF,5,60,
2020,20I6.2R12,I06,MCB-U,15,FRD,1,109,20
2020,20I6.2R12,I06,MCB-U,15,GZS,1,180,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,146,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,145,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,133,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,120,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,115,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R12,I06,MCB-U,15,CCF,5,50,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,116,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,126,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,133,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,109,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,112,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,103,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,106,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,118,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,122,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,119,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,100,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,130,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,115,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,110,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,120,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,115,
2020,20I6.2R12,I06,MCB-U,15,SVS,6,70,
2020,20I6.2R12,I06,MCB-U,15,EMS,2,90,
2020,20I6.2R12,I06,MCB-U,15,EMS,7,60,
2020,20I6.2R12,I06,MCB-U,15,EMS,2,70,
2020,20I6.2R12,I06,MCB-U,15,EMS,7,50,
2020,20I6.2R12,I06,MCB-U,15,SPS,1,80,
2020,20I6.2R12,I06,MCB-U,15,RES,1,60,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,101,14
2020,20I6.2R12,I06,MCB-U,15,UCT,1,102,14
2020,20I6.2R12,I06,MCB-U,15,FRD,1,100,13
2020,20I6.2R12,I06,MCB-U,15,FRD,1,119,21
2020,20I6.2R12,I06,MCB-U,15,FRD,1,70,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,125,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,112,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,130,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,125,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,120,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,106,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,70,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R12,I06,MCB-U,15,GZS,2,80,
2020,20I6.2R12,I06,MCB-U,15,GZS,2,105,
2020,20I6.2R12,I06,MCB-U,15,EMS,3,40,
2020,20I6.2R12,I06,MCB-U,15,SVS,1,50,
2020,20I6.2R12,I06,MCB-U,15,BUM,3,30,
2020,20I6.2R12,I06,MCB-U,15,LMB,1,252,202
2020,20I6.2R12,I06,MCB-U,15,UCT,1,120,20
2020,20I6.2R12,I06,MCB-U,15,FRD,1,101,10
2020,20I6.2R12,I06,MCB-U,15,FRD,1,112,13
2020,20I6.2R12,I06,MCB-U,15,CCF,2,70,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,146,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,130,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,112,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,117,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,107,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,121,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,106,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,108,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,137,
2020,20I6.2R12,I06,MCB-U,15,SPS,10,60,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,101,13
2020,20I6.2R12,I06,MCB-U,15,GZS,1,132,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,146,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,114,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,119,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,106,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,109,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R12,I06,MCB-U,15,SAR,1,412,511
2020,20I6.2R12,I06,MCB-U,15,SVS,1,40,
2020,20I6.2R12,I06,MCB-U,15,EMS,1,70,
2020,20I6.2R12,I06,MCB-U,15,EMS,2,50,
2020,20I6.2R12,I06,MCB-U,15,SVS,1,50,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,102,14
2020,20I6.2R12,I06,MCB-U,15,CCF,3,60,
2020,20I6.2R12,I06,MCB-U,15,UCT,1,80,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,111,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,127,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,116,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,114,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,134,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,124,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,113,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,136,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,134,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,100,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,110,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,116,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,125,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,115,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,135,
2020,20I6.2R12,I06,MCB-U,15,GZS,2,124,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,141,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,108,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,123,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,107,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,114,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,125,
2020,20I6.2R12,I06,MCB-U,15,GZS,1,123,
2020,20I6.2R12,I06,MCB-U,15,SPS,1,20,
2020,20I6.2R12,I06,MCB-U,15,SVS,2,70,
2020,20I6.2R12,I06,MCB-U,15,SVS,2,60,
2020,20I6.2R12,I06,MCB-U,15,SVS,1,80,
2020,20I6.2R12,I06,MCB-U,15,EMS,3,60,
2020,20I6.2R12,I06,MCB-U,15,EMS,2,50,
2020,20I6.2R12,I06,MCB-U,15,EMS,1,40,
2020,20I6.2R12,I06,MCB-U,15,CAP,1,635,4097
2020,20I6.2R12,I06,MCB-U,15,CAP,1,686,4430
2020,20I6.2R12,I06,MCB-U,15,CAP,1,552,2471
2020,20I6.2R12,I06,MCB-U,15,CAP,1,554,2136
2020,20I6.2R12,I06,MCB-U,15,CAP,1,549,2703
2020,20I6.2R12,I06,MCB-U,15,SCP,1,561,1752
2020,20I6.2R12,I06,MCB-U,15,SCP,1,548,1562
2020,20I6.2R01,I06,MCB-U,15,SKH,1,146,24
2020,20I6.2R01,I06,MCB-U,15,EMS,1,60,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,242,201
2020,20I6.2R07,I06,MCB-U,15,LMB,1,80,
2020,20I6.2R07,I06,MCB-U,15,WHB,1,130,28
2020,20I6.2R07,I06,MCB-U,15,GZS,1,136,
2020,20I6.2R07,I06,MCB-U,15,WHB,1,113,16
2020,20I6.2R07,I06,MCB-U,15,FRD,1,90,
2020,20I6.2R07,I06,MCB-U,15,UCT,19,80,
2020,20I6.2R07,I06,MCB-U,15,UCT,9,90,
2020,20I6.2R07,I06,MCB-U,15,CCF,1,70,
2020,20I6.2R07,I06,MCB-U,15,SPS,10,60,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,90,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,90,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,106,15
2020,20I6.2R07,I06,MCB-U,15,EMS,2,80,
2020,20I6.2R07,I06,MCB-U,15,EMS,1,60,
2020,20I6.2R07,I06,MCB-U,15,WHB,1,102,13
2020,20I6.2R07,I06,MCB-U,15,WHB,1,105,15
2020,20I6.2R07,I06,MCB-U,15,UCT,7,70,
2020,20I6.2R07,I06,MCB-U,15,UCT,6,60,
2020,20I6.2R07,I06,MCB-U,15,BUM,6,60,
2020,20I6.2R07,I06,MCB-U,15,SPS,12,50,
2020,20I6.2R07,I06,MCB-U,15,UCT,1,50,
2020,20I6.2R07,I06,MCB-U,15,BUM,3,50,
2020,20I6.2R07,I06,MCB-U,15,SPS,1,80,
2020,20I6.2R07,I06,MCB-U,15,BUM,2,30,
2020,20I6.2R07,I06,MCB-U,15,SPS,2,30,
2020,20I6.2R07,I06,MCB-U,15,FRD,1,105,10
2020,20I6.2R07,I06,MCB-U,15,GZS,5,90,
2020,20I6.2R07,I06,MCB-U,15,GZS,5,80,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,104,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,242,220
2020,20I6.2R07,I06,MCB-U,15,LMB,1,299,369
2020,20I6.2R07,I06,MCB-U,15,CAP,1,90,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,101,15
2020,20I6.2R07,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R07,I06,MCB-U,15,ORS,3,70,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,279,207
2020,20I6.2R07,I06,MCB-U,15,CAP,1,104,15
2020,20I6.2R07,I06,MCB-U,15,GZS,1,115,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,101,
2020,20I6.2R07,I06,MCB-U,15,UCT,1,103,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,106,20
2020,20I6.2R07,I06,MCB-U,15,GZS,1,111,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,70,
2020,20I6.2R07,I06,MCB-U,15,BUM,1,70,
2020,20I6.2R07,I06,MCB-U,15,BUM,2,40,
2020,20I6.2R07,I06,MCB-U,15,CCF,1,60,
2020,20I6.2R07,I06,MCB-U,15,EMS,1,80,
2020,20I6.2R07,I06,MCB-U,15,EMS,5,60,
2020,20I6.2R07,I06,MCB-U,15,EMS,3,40,
2020,20I6.2R07,I06,MCB-U,15,EMS,8,50,
2020,20I6.2R07,I06,MCB-U,15,LOP,4,60,
2020,20I6.2R07,I06,MCB-U,15,LMB,1,195,124
2020,20I6.2R07,I06,MCB-U,15,CCF,1,252,124
2020,20I6.2R07,I06,MCB-U,15,BLG,1,104,22
2020,20I6.2R07,I06,MCB-U,15,LMB,1,103,16
2020,20I6.2R07,I06,MCB-U,15,FRD,1,90,
2020,20I6.2R07,I06,MCB-U,15,ORS,1,60,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,105,
2020,20I6.2R07,I06,MCB-U,15,SCP,1,90,
2020,20I6.2R07,I06,MCB-U,15,GZS,1,111,
2020,20I6.2R07,I06,MCB-U,15,BUM,1,60,
2020,20I6.2R07,I06,MCB-U,15,SFS,1,40,
2020,20I6.2R07,I06,MCB-U,15,SAS,2,30,
2020,20I6.2R07,I06,MCB-U,15,LOP,1,50,
2020,20I6.2R07,I06,MCB-U,15,EMS,2,20,
2020,20I6.2R07,I06,MCB-U,15,SVC,1,50,
2020,20I6.2R07,I06,MCB-U,15,JOD,1,30,
2020,20I6.2R07,I06,MCB-U,15,SVS,15,60,
2020,20I6.2R07,I06,MCB-U,15,SVS,3,40,
2020,20I6.2R07,I06,MCB-U,15,SVS,6,50,
2020,20I6.2R07,I06,MCB-U,15,SCP,1,603,2235
2020,20I6.2R07,I06,MCB-U,15,SCP,1,590,1996
2020,20I6.2R03,I06,MCB-U,15,UCT,1,70,
2020,20I6.2R03,I06,MCB-U,15,SPS,2,60,
2020,20I6.2R03,I06,MCB-U,15,SPS,1,40,
2020,20I6.2R03,I06,MCB-U,15,FCF,1,221,104
2020,20I6.2R04,I06,MCB-U,15,RVC,1,415,984
2020,20I6.2R04,I06,MCB-U,15,YLB,1,182,113
2020,20I6.2R04,I06,MCB-U,15,GZS,1,116,
2020,20I6.2R04,I06,MCB-U,15,GZS,1,122,
2020,20I6.2R04,I06,MCB-U,15,GZS,1,123,
2020,20I6.2R04,I06,MCB-U,15,GZS,1,124,
2020,20I6.2R04,I06,MCB-U,15,FRD,1,393,840
2020,20I6.2R04,I06,MCB-U,15,GZS,1,227,113
2020,20I6.2R04,I06,MCB-U,15,EMS,3,60,
2020,20I6.2R04,I06,MCB-U,15,BLG,1,156,82
2020,20I6.2R04,I06,MCB-U,15,YLB,1,167,78
2020,20I5.2R01,I05,MCB-U,15,BLG,1,146,61
2020,20I5.2R01,I05,MCB-U,15,FRD,1,217,82
2020,20I5.2R01,I05,MCB-U,15,CCF,1,457,795
2020,20I5.2R01,I05,MCB-U,15,SMB,1,230,118
2020,20I5.2R01,I05,MCB-U,15,BLG,1,145,56
2020,20I5.2R01,I05,MCB-U,15,BLG,1,90,
2020,20I5.2R01,I05,MCB-U,15,GSF,2,80,
2020,20I5.2R01,I05,MCB-U,15,BLG,1,206,214
2020,20I5.2R01,I05,MCB-U,15,SAB,1,404,867
2020,20I5.2R01,I05,MCB-U,15,CCF,1,215,72
2020,20I5.2R01,I05,MCB-U,15,BLG,1,122,37
2020,20I5.2R01,I05,MCB-U,15,BLG,1,80,
2020,20I5.2R01,I05,MCB-U,15,SMB,5,60,
2020,20I5.2R01,I05,MCB-U,15,SMB,2,50,
2020,20I5.2R01,I05,MCB-U,15,GZS,1,251,162
2020,20I5.2R01,I05,MCB-U,15,SMB,1,80,
2020,20I5.2R01,I05,MCB-U,15,GSF,1,60,
2020,20I5.2R01,I05,MCB-U,15,GZS,1,108,
2020,20I5.2R01,I05,MCB-U,15,GZS,4,90,
2020,20I5.2R01,I05,MCB-U,15,GZS,2,80,
2020,20I5.2R01,I05,MCB-U,15,BLG,4,30,
2020,20I5.2R01,I05,MCB-U,15,CCF,1,310,201
2020,20I5.2R01,I05,MCB-U,15,CCF,1,241,100
2020,20I5.2R01,I05,MCB-U,15,BAK,1,50,
2020,20I5.2R01,I05,MCB-U,15,BAK,1,40,
2020,20I5.2R01,I05,MCB-U,15,EMS,1,70,
